sourceDataset,year,areaName,industryMediumClassName,currencyUnitName,averageSalesAmountRaw,averageSalesAmountKrwAssumed,areaUnitAverageSalesAmountRaw,areaUnitAverageSalesAmountKrwAssumed,amountUnitAssumption
area_industry_average_out,2019,제주,주점,(단위 :천원),8336,8336000,325,325000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,주점,(단위 :천원),10125,10125000,490,490000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,치킨,(단위 :천원),5540,5540000,322,322000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,치킨,(단위 :천원),6643,6643000,425,425000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,치킨,(단위 :천원),6552,6552000,420,420000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,치킨,(단위 :천원),8041,8041000,511,511000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,치킨,(단위 :천원),11161,11161000,649,649000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,치킨,(단위 :천원),9209,9209000,533,533000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,치킨,(단위 :천원),9175,9175000,586,586000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,치킨,(단위 :천원),3797,3797000,232,232000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,치킨,(단위 :천원),6338,6338000,371,371000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,치킨,(단위 :천원),8467,8467000,506,506000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,치킨,(단위 :천원),7870,7870000,444,444000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,치킨,(단위 :천원),7998,7998000,429,429000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,치킨,(단위 :천원),7849,7849000,481,481000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,치킨,(단위 :천원),5017,5017000,291,291000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,기타 외식,(단위 :천원),19186,19186000,687,687000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,기타 외식,(단위 :천원),16094,16094000,663,663000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,기타 외식,(단위 :천원),18458,18458000,579,579000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,기타 외식,(단위 :천원),18295,18295000,702,702000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,기타 외식,(단위 :천원),16320,16320000,645,645000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,기타 외식,(단위 :천원),14975,14975000,554,554000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,기타 외식,(단위 :천원),12699,12699000,509,509000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,기타 외식,(단위 :천원),14870,14870000,530,530000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,기타 외식,(단위 :천원),12690,12690000,559,559000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,기타 외식,(단위 :천원),14496,14496000,445,445000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,기타 외식,(단위 :천원),17984,17984000,640,640000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,기타 외식,(단위 :천원),15577,15577000,498,498000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,기타 외식,(단위 :천원),9608,9608000,363,363000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,기타 외식,(단위 :천원),14293,14293000,458,458000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,기타 외식,(단위 :천원),13680,13680000,486,486000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,기타 외식,(단위 :천원),13374,13374000,638,638000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,기타 외식,(단위 :천원),11300,11300000,847,847000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,일식,(단위 :천원),36865,36865000,331,331000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,일식,(단위 :천원),30125,30125000,1307,1307000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,일식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,일식,(단위 :천원),9878,9878000,305,305000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,일식,(단위 :천원),8334,8334000,399,399000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,일식,(단위 :천원),10381,10381000,440,440000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,일식,(단위 :천원),5770,5770000,140,140000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,일식,(단위 :천원),10436,10436000,353,353000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,일식,(단위 :천원),11315,11315000,164,164000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,일식,(단위 :천원),5253,5253000,398,398000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,일식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,커피,(단위 :천원),3762,3762000,182,182000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,커피,(단위 :천원),10641,10641000,396,396000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,커피,(단위 :천원),9345,9345000,391,391000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,커피,(단위 :천원),9193,9193000,356,356000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,커피,(단위 :천원),9607,9607000,293,293000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,커피,(단위 :천원),10406,10406000,332,332000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,커피,(단위 :천원),7736,7736000,276,276000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,커피,(단위 :천원),6575,6575000,261,261000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,커피,(단위 :천원),18921,18921000,494,494000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,커피,(단위 :천원),19170,19170000,537,537000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,아이스크림/빙수 ,(단위 :천원),25319,25319000,843,843000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,아이스크림/빙수 ,(단위 :천원),52136,52136000,2812,2812000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,일식,(단위 :천원),33745,33745000,1231,1231000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,일식,(단위 :천원),30777,30777000,948,948000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,일식,(단위 :천원),31416,31416000,692,692000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,일식,(단위 :천원),43830,43830000,686,686000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,일식,(단위 :천원),3781,3781000,337,337000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,일식,(단위 :천원),8210,8210000,288,288000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,패스트푸드,(단위 :천원),10563,10563000,511,511000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,패스트푸드,(단위 :천원),6393,6393000,177,177000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,패스트푸드,(단위 :천원),17492,17492000,297,297000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,패스트푸드,(단위 :천원),8564,8564000,287,287000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,패스트푸드,(단위 :천원),21885,21885000,474,474000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,패스트푸드,(단위 :천원),9418,9418000,317,317000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,패스트푸드,(단위 :천원),9704,9704000,293,293000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,패스트푸드,(단위 :천원),5320,5320000,249,249000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,패스트푸드,(단위 :천원),8807,8807000,440,440000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,패스트푸드,(단위 :천원),12183,12183000,240,240000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,패스트푸드,(단위 :천원),9663,9663000,242,242000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,패스트푸드,(단위 :천원),16776,16776000,418,418000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,패스트푸드,(단위 :천원),12427,12427000,299,299000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,패스트푸드,(단위 :천원),14511,14511000,257,257000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,패스트푸드,(단위 :천원),7720,7720000,244,244000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,패스트푸드,(단위 :천원),18032,18032000,517,517000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,패스트푸드,(단위 :천원),44193,44193000,1148,1148000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,한식,(단위 :천원),19477,19477000,594,594000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,한식,(단위 :천원),21334,21334000,512,512000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,한식,(단위 :천원),20188,20188000,544,544000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,한식,(단위 :천원),22851,22851000,734,734000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,한식,(단위 :천원),18823,18823000,562,562000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,한식,(단위 :천원),14785,14785000,458,458000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,한식,(단위 :천원),26814,26814000,665,665000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,한식,(단위 :천원),16805,16805000,1298,1298000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,한식,(단위 :천원),14971,14971000,523,523000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,한식,(단위 :천원),21117,21117000,580,580000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,한식,(단위 :천원),18170,18170000,571,571000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,한식,(단위 :천원),18777,18777000,480,480000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,한식,(단위 :천원),18721,18721000,542,542000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,한식,(단위 :천원),20925,20925000,494,494000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,한식,(단위 :천원),17014,17014000,449,449000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,한식,(단위 :천원),14003,14003000,669,669000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,기타 외국식,(단위 :천원),14362,14362000,862,862000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,기타 외국식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,기타 외국식,(단위 :천원),34363,34363000,976,976000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,기타 외국식,(단위 :천원),13928,13928000,644,644000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,기타 외국식,(단위 :천원),74424,74424000,1242,1242000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,기타 외국식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,기타 외국식,(단위 :천원),9713,9713000,246,246000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,기타 외국식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,주점,(단위 :천원),14555,14555000,501,501000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,주점,(단위 :천원),13126,13126000,422,422000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,주점,(단위 :천원),7088,7088000,288,288000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,주점,(단위 :천원),17489,17489000,497,497000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,주점,(단위 :천원),3952,3952000,172,172000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,주점,(단위 :천원),9677,9677000,317,317000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,주점,(단위 :천원),4252,4252000,218,218000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,주점,(단위 :천원),10107,10107000,356,356000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,주점,(단위 :천원),6902,6902000,252,252000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,주점,(단위 :천원),4704,4704000,225,225000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,주점,(단위 :천원),6646,6646000,234,234000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,주점,(단위 :천원),8791,8791000,243,243000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,주점,(단위 :천원),5608,5608000,227,227000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,치킨,(단위 :천원),5204,5204000,294,294000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,치킨,(단위 :천원),15377,15377000,901,901000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,치킨,(단위 :천원),25385,25385000,1512,1512000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,피자,(단위 :천원),7839,7839000,509,509000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,피자,(단위 :천원),11780,11780000,619,619000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,피자,(단위 :천원),17482,17482000,872,872000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,피자,(단위 :천원),12475,12475000,673,673000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,피자,(단위 :천원),16042,16042000,755,755000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,피자,(단위 :천원),17602,17602000,896,896000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,피자,(단위 :천원),16884,16884000,836,836000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,피자,(단위 :천원),4770,4770000,279,279000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,피자,(단위 :천원),16233,16233000,706,706000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,피자,(단위 :천원),17735,17735000,782,782000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,피자,(단위 :천원),12525,12525000,580,580000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,피자,(단위 :천원),15987,15987000,704,704000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,피자,(단위 :천원),15341,15341000,689,689000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,피자,(단위 :천원),11976,11976000,568,568000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,피자,(단위 :천원),10910,10910000,546,546000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,피자,(단위 :천원),36344,36344000,1346,1346000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,피자,(단위 :천원),25607,25607000,1207,1207000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,아이스크림/빙수 ,(단위 :천원),4244,4244000,211,211000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,아이스크림/빙수 ,(단위 :천원),6100,6100000,300,300000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,아이스크림/빙수 ,(단위 :천원),8601,8601000,371,371000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,아이스크림/빙수 ,(단위 :천원),7876,7876000,310,310000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,아이스크림/빙수 ,(단위 :천원),16470,16470000,633,633000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,아이스크림/빙수 ,(단위 :천원),14948,14948000,568,568000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,아이스크림/빙수 ,(단위 :천원),12785,12785000,532,532000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,아이스크림/빙수 ,(단위 :천원),2741,2741000,145,145000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,아이스크림/빙수 ,(단위 :천원),13786,13786000,708,708000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,아이스크림/빙수 ,(단위 :천원),13056,13056000,542,542000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,아이스크림/빙수 ,(단위 :천원),12291,12291000,542,542000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,아이스크림/빙수 ,(단위 :천원),12755,12755000,485,485000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,아이스크림/빙수 ,(단위 :천원),11874,11874000,456,456000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,아이스크림/빙수 ,(단위 :천원),6905,6905000,267,267000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,아이스크림/빙수 ,(단위 :천원),5365,5365000,241,241000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,분식,(단위 :천원),8208,8208000,531,531000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,분식,(단위 :천원),5921,5921000,391,391000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,분식,(단위 :천원),6490,6490000,429,429000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,분식,(단위 :천원),8812,8812000,398,398000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,분식,(단위 :천원),8037,8037000,428,428000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,분식,(단위 :천원),8286,8286000,636,636000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경남,분식,(단위 :천원),7485,7485000,433,433000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,제주,분식,(단위 :천원),9780,9780000,861,861000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,세종,분식,(단위 :천원),10396,10396000,819,819000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,서울,중식,(단위 :천원),20138,20138000,657,657000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,부산,중식,(단위 :천원),19185,19185000,498,498000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대구,중식,(단위 :천원),23889,23889000,791,791000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,인천,중식,(단위 :천원),45252,45252000,1442,1442000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,광주,중식,(단위 :천원),27193,27193000,495,495000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,대전,중식,(단위 :천원),22328,22328000,587,587000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,울산,중식,(단위 :천원),28510,28510000,521,521000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경기,중식,(단위 :천원),16608,16608000,574,574000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,강원,중식,(단위 :천원),4083,4083000,141,141000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충북,중식,(단위 :천원),12867,12867000,375,375000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,충남,중식,(단위 :천원),38286,38286000,774,774000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전북,중식,(단위 :천원),22614,22614000,504,504000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,전남,중식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2019,경북,중식,(단위 :천원),5847,5847000,295,295000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
